kd_kepsek_an;kd_sekolah;pendidikan_sederajat;jenis_sek;sts_sek;kurikulum;daerah_khusus;kd_kokab;wilayah_bagian;jenis_wilayah;status_wilayah;proporsi_pendidik_min_s1;proporsi_pendidik_sertifikasi;jumlah_peserta_didik;jumlah_pendidik;rasio_pendidik_peserta_didik;jumlah_r_kelas;ketersediaan_internet;ketersediaan_listrik;jumlah_komp_milik;jumlah_perpus;jumlah_rombel;jumlah_siswa_rombel;jumlah_siswa_penerima_PIP;rasio_siswa_penerima_PIP;SES_sekolah;APC;APK;BBS;BCP;COP;CSV;ENP;EQC;EQR;HWS;KKG;KPC;KPK;KSA;KSV;LCS;LFO;MIP;NAT;OPC;PBU;PCP;PGP;PIP;PKG;PMU;POT;PPK;PSA;PSV;PPC;RC;RKG;RPI;RSD;SBU;SCO;SKG;SMK_GRMAG;SMK_GTIN;SMK_INDS;SMK_KLAB;SMK_KOMITE;SMK_KPL;SMK_PBEL;SMK_PIM;SMK_PKL;SMK_PKUR;SMK-SARPRAS;SMK_TEFA;SSV;TOC;TOR
K5100387;5100387;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;136;Indonesia Barat;KABUPATEN;RURAL;100,00;28,57;90;14;6,43;6;Ada;Ada;2;2;5;36;39;43,33;69,85;52,28;63,37;51,61;72,92;94,52;58,56;98,04;75,96;71,40;100,00;90,21;62,43;83,01;69,83;67,18;94,45;63,64;97,54;100,00;66,87;94,19;78,87;87,53;100,00;89,98;81,56;93,41;73,74;96,29;81,91;73,74;74,89;100,00;81,27;67,50;58,33;83,57;73,87;;;;;;;;;;;;;66,83;58,74;56,82
K5100388;5100388;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;493;Indonesia Barat;KABUPATEN;URBAN;100,00;55,38;953;65;14,66;29;Ada;Ada;8;1;29;349;486;51,00;75,47;65,86;65,39;58,37;46,35;100,00;75,42;58,79;86,06;80,16;78,64;92,59;55,99;52,49;96,70;95,82;100,00;98,69;99,24;100,00;75,94;94,19;72,96;74,25;97,99;53,41;98,07;99,49;81,86;98,86;79,91;81,86;54,94;39,58;94,98;51,96;97,15;48,05;88,68;;;;;;;;;;;;;83,27;58,74;50,27
K5100092;5100092;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;118;Indonesia Timur;KOTA;RURAL;100,00;33,33;106;30;3,53;10;Ada;Ada;3;1;4;37;44;41,51;69,24;40,45;39,74;51,61;61,46;55,31;36,61;65,03;68,65;80,16;78,64;69,53;;45,02;55,54;36,09;89,22;69,53;99,24;90,11;65,24;94,19;72,96;74,25;72,17;62,09;85,43;78,79;30,99;98,86;67,65;30,99;68,66;61,16;83,86;38,62;67,50;63,86;74,47;;;;;;;;;;;;;70,06;47,09;69,30
K5100101;5100101;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;118;Indonesia Timur;KOTA;URBAN;100,00;28,57;68;7;9,71;8;Ada;Ada;2;1;4;22;23;33,82;82,91;71,97;38,66;47,96;64,12;67,21;40,91;73,77;71,73;67,24;71,99;61,76;25,41;50,00;100,00;75,03;84,14;88,04;77,48;72,17;76,04;85,70;87,49;75,96;91,03;74,38;88,00;88,20;;93,27;71,03;;75,78;73,94;44,04;;100,00;59,75;57,28;;;;;;;;;;;;;74,61;84,57;54,76
K5100098;5100098;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;211;Indonesia Timur;KOTA;URBAN;95,92;57,14;698;49;14,24;21;Ada;Ada;5;1;20;250;64;9,17;86,40;73,91;87,23;62,23;80,65;79,45;36,00;69,85;82,02;68,37;99,17;61,76;82,67;100,00;56,61;67,07;94,69;88,04;100,00;64,57;70,13;100,00;87,49;95,19;91,03;83,99;100,00;79,98;62,88;93,27;76,78;62,88;96,62;73,94;76,72;63,69;100,00;64,07;57,28;;;;;;;;;;;;;74,61;84,57;66,16
K5100102;5100102;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;040;Indonesia Timur;KABUPATEN;URBAN;100,00;66,67;144;6;24,00;8;Ada;Ada;1;1;6;40;51;35,42;79,39;48,59;45,94;51,61;46,35;48,63;35,82;53,61;49,23;48,35;61,01;51,05;49,64;38,20;39,77;29,66;68,36;77,57;74,68;78,59;71,66;73,40;36,91;79,30;41,66;36,88;47,10;45,25;59,82;58,80;39,49;59,82;50,04;36,81;46,55;37,61;30,28;48,36;50,04;;;;;;;;;;;;;66,83;47,09;46,41
K5100099;5100099;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;171;Indonesia Timur;KABUPATEN;RURAL;100,00;0,00;166;9;18,44;3;Ada;Ada;2;0;6;60;37;22,29;66,52;56,35;48,57;55,69;52,57;70,03;40,56;65,03;57,79;57,80;78,64;45,75;43,83;52,49;55,54;50,46;71,48;56,07;61,47;100,00;61,37;57,67;67,75;68,62;63,79;46,80;64,41;47,48;48,30;44,59;33,73;48,30;61,09;51,95;75,55;;55,03;99,79;88,68;;;;;;;;;;;;;57,39;40,18;50,27
K5100094;5100094;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;341;Indonesia Timur;KABUPATEN;RURAL;100,00;0,00;109;14;7,79;5;Ada;Ada;2;1;5;39;36;33,03;69,50;50,53;45,94;47,96;45,02;60,53;50,13;52,63;71,73;48,09;41,31;61,76;51,81;39,07;56,61;67,07;61,80;60,37;60,46;72,17;70,13;75,69;70,16;57,46;43,42;41,63;88,00;60,05;45,40;68,85;59,70;45,40;51,74;50,24;52,04;46,04;54,76;58,21;85,70;;;;;;;;;;;;;62,33;46,28;59,61
K5100100;5100100;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;341;Indonesia Timur;KABUPATEN;RURAL;90,00;0,00;83;10;8,30;5;Ada;Ada;3;1;4;20;3;3,61;83,32;55,97;;65,56;52,57;59,93;44,69;56,56;49,23;50,43;69,08;56,91;49,64;83,01;69,83;67,18;68,36;46,36;53,85;78,59;59,43;46,71;65,81;54,69;62,70;45,04;62,48;49,79;;42,25;28,97;;50,04;54,23;38,17;51,86;46,30;64,07;43,83;;;;;;;;;;;;;34,10;27,09;72,62
K5100097;5100097;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Ya;177;Indonesia Timur;KABUPATEN;RURAL;100,00;6,25;60;16;3,75;6;Tidak ada;Ada;2;1;3;20;15;25,00;52,41;56,84;51,67;54,72;48,26;50,68;54,61;54,77;53,94;55,03;49,38;71,73;51,81;46,54;70,04;67,07;45,31;52,99;57,16;72,17;61,57;53,77;70,16;75,96;43,42;47,21;57,41;48,42;52,69;54,57;53,88;52,69;63,49;50,24;47,73;43,93;54,76;53,18;69,11;;;;;;;;;;;;;43,40;46,28;52,51
K5100091;5100091;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;110;Indonesia Timur;KABUPATEN;RURAL;100,00;15,79;101;19;5,32;7;Tidak ada;Ada;3;0;4;30;23;22,77;64,41;47,91;45,94;47,96;24,92;60,53;59,35;56,91;71,73;61,70;49,38;49,22;51,81;56,71;46,48;27,52;58,36;43,93;70,19;60,43;76,04;75,69;56,57;69,85;91,03;53,93;72,87;52,87;62,88;68,85;65,39;62,88;54,32;50,24;52,04;43,93;49,51;58,21;50,47;;;;;;;;;;;;;52,20;46,28;54,76
K5100095;5100095;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;120;Indonesia Timur;KABUPATEN;RURAL;100,00;5,56;107;18;5,94;4;Tidak ada;Ada;2;1;4;35;27;25,23;39,67;43,94;58,83;;45,93;66,10;;58,79;87,69;92,20;78,64;56,27;37,75;50,54;;;71,48;59,25;99,24;78,37;47,30;63,97;71,79;68,62;63,79;77,58;66,67;62,02;45,15;63,56;54,32;45,15;64,65;47,39;83,86;46,04;55,03;52,87;88,68;;;;;;;;;;;;;;47,09;66,97
K5100480;5100480;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;061;Indonesia Barat;KABUPATEN;URBAN;97,14;28,57;687;35;19,63;43;Ada;Ada;18;2;20;247;92;13,39;84,11;40,45;47,73;58,37;72,92;58,82;49,17;56,02;68,65;64,30;66,25;50,69;64,88;52,49;55,54;64,42;58,52;46,64;72,14;100,00;65,24;94,19;58,12;63,00;72,17;53,41;54,59;55,86;65,78;61,22;52,13;65,78;54,94;55,94;49,53;62,69;55,03;71,46;88,68;;;;;;;;;;;;;83,27;58,74;69,30
K5100483;5100483;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;061;Indonesia Barat;KABUPATEN;URBAN;80,00;50,00;49;10;4,90;7;Ada;Ada;3;1;3;12;17;34,69;82,07;83,22;85,20;100,00;86,13;85,96;91,92;71,54;100,00;92,20;69,08;90,21;55,63;98,05;56,93;75,13;94,45;96,54;97,54;100,00;77,57;94,19;66,98;79,30;100,00;89,98;92,75;81,95;59,82;96,29;81,91;59,82;71,42;72,72;100,00;83,75;92,16;64,07;88,34;;;;;;;;;;;;;86,59;58,74;76,48
K5100479;5100479;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;061;Indonesia Barat;KABUPATEN;URBAN;100,00;14,29;71;7;10,14;6;Ada;Ada;4;1;3;27;17;23,94;83,25;43,84;35,08;58,37;52,57;59,93;48,90;67,89;49,23;80,16;82,71;75,39;49,64;58,44;56,93;75,13;64,92;53,74;74,68;90,22;71,66;94,19;71,95;99,02;77,12;74,17;81,56;65,36;59,82;96,29;63,77;59,82;61,80;79,40;63,56;61,28;64,74;48,36;59,91;;;;;;;;;;;;;72,85;58,74;51,89
K5100481;5100481;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;061;Indonesia Barat;KABUPATEN;URBAN;100,00;0,00;257;23;11,17;13;Ada;Ada;3;1;8;73;3;1,17;78,41;47,72;62,05;51,61;52,57;51,80;54,08;51,83;35,96;42,98;42,81;63,49;25,41;39,07;55,54;64,42;41,02;56,07;58,17;74,89;58,00;59,96;58,12;74,25;36,13;41,43;64,41;36,53;60,23;69,38;57,95;60,23;57,88;56,60;64,81;;55,03;43,22;59,57;;;;;;;;;;;;;70,06;36,95;47,76
K6100192;6100192;SMA/SMK/MA;MA;S;;Tidak;061;Indonesia Barat;KABUPATEN;RURAL;;;;;;;;;;;;;;;72,28;43,84;;51,61;46,35;52,48;53,47;56,56;57,79;48,35;38,57;75,39;49,64;58,44;83,16;75,13;49,92;48,88;56,99;100,00;59,43;46,71;89,28;54,69;100,00;46,80;52,25;62,10;;42,25;58,32;;48,00;66,78;56,58;;51,91;34,70;88,34;;;;;;;;;;;;;62,04;40,18;59,87
K5100478;5100478;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;061;Indonesia Barat;KABUPATEN;RURAL;100,00;26,67;197;15;13,13;8;Ada;Ada;5;2;8;60;71;36,04;67,64;61,88;82,22;58,37;52,57;70,29;53,47;59,68;57,79;71,40;69,08;64,32;83,48;64,83;56,93;59,94;83,91;66,36;79,51;78,59;59,43;67,97;89,28;79,30;55,49;62,09;73,67;69,29;67,27;85,71;52,38;67,27;61,80;66,78;63,56;45,54;92,16;58,21;73,87;;;;;;;;;;;;;62,04;58,74;65,80
K5100471;5100471;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;381;Indonesia Barat;KABUPATEN;URBAN;100,00;54,05;720;37;19,46;22;Ada;Ada;13;1;22;273;158;21,94;71,20;61,88;57,64;51,61;52,57;78,85;70,76;59,68;68,65;92,20;82,71;90,21;62,43;83,01;99,04;85,53;76,88;58,60;97,54;69,35;50,97;94,19;89,28;72,94;100,00;89,98;73,67;65,36;79,78;65,22;81,91;79,78;100,00;88,11;100,00;67,50;79,96;100,00;88,34;;;;;;;;;;;;;86,59;58,74;56,46
K5100477;5100477;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;381;Indonesia Barat;KABUPATEN;URBAN;100,00;48,72;808;39;20,72;21;Ada;Ada;9;1;23;281;181;22,40;68,76;65,86;72,55;65,56;86,13;100,00;87,80;78,95;100,00;92,20;78,64;56,27;94,19;94,91;96,70;95,82;100,00;59,25;99,24;100,00;75,94;94,19;100,00;100,00;97,99;89,98;98,07;78,79;65,78;98,86;79,91;65,78;98,75;100,00;94,98;74,12;97,15;99,79;88,68;;;;;;;;;;;;;83,27;58,74;69,30
K5100469;5100469;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;079;Indonesia Barat;KABUPATEN;RURAL;100,00;43,33;611;30;20,37;17;Ada;Ada;6;1;18;214;103;16,86;73,56;96,61;87,23;98,71;80,65;97,77;40,91;69,85;96,06;100,00;99,17;100,00;59,62;68,18;100,00;99,90;84,14;88,04;100,00;72,17;98,47;100,00;87,49;95,19;91,03;83,99;100,00;100,00;52,69;100,00;83,04;52,69;96,62;93,97;68,42;53,06;100,00;64,07;100,00;;;;;;;;;;;;;91,78;100,00;54,76
K5100475;5100475;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;079;Indonesia Barat;KABUPATEN;RURAL;100,00;45,95;705;37;19,05;23;Ada;Ada;12;0;21;254;182;25,82;67,49;47,91;69,21;45,06;41,94;48,63;58,56;63,07;75,96;92,20;82,71;90,21;70,69;72,40;56,93;85,53;76,88;58,60;70,79;100,00;71,66;73,40;89,28;87,53;87,01;74,17;92,75;93,41;51,70;77,92;81,91;51,70;75,51;100,00;100,00;55,57;92,16;64,07;88,34;;;;;;;;;;;;;62,04;58,74;56,46
K5100474;5100474;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;079;Indonesia Barat;KABUPATEN;RURAL;100,00;48,39;649;31;20,94;20;Tidak ada;Ada;11;1;19;209;223;34,36;68,38;47,91;51,67;62,23;32,39;60,53;45,65;61,37;71,73;61,70;59,93;54,80;51,81;62,23;39,77;38,33;65,16;57,85;70,19;72,17;65,44;85,70;60,84;95,19;54,48;71,38;79,15;74,34;57,66;79,74;71,03;57,66;96,62;45,44;97,96;65,50;61,00;83,57;100,00;;;;;;;;;;;;;52,20;39,37;54,58
K5100473;5100473;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;079;Indonesia Barat;KABUPATEN;URBAN;100,00;51,61;624;31;20,13;18;Ada;Ada;8;1;18;211;156;25,00;71,04;96,61;87,23;54,72;80,65;74,66;70,68;69,85;96,06;100,00;99,17;100,00;99,73;75,32;100,00;99,90;84,14;68,60;100,00;72,17;76,04;100,00;87,49;95,19;91,03;83,99;100,00;79,98;98,43;100,00;83,04;98,43;96,62;93,97;68,42;100,00;68,03;100,00;57,28;;;;;;;;;;;;;62,33;100,00;57,09
K6100191;6100191;SMA/SMK/MA;MA;N;;Tidak;079;Indonesia Barat;KABUPATEN;RURAL;;;;;;;;;;;;;;;74,50;52,28;;73,71;72,92;59,93;44,69;50,67;75,96;92,20;82,71;64,32;62,43;66,02;83,16;75,13;68,36;53,74;97,54;;62,90;73,40;78,87;87,53;77,12;74,17;67,79;62,10;;77,92;47,18;;59,13;61,16;63,56;54,86;51,91;71,77;59,91;;;;;;;;;;;;;62,04;47,09;76,48
K5100476;5100476;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;475;Indonesia Barat;KABUPATEN;RURAL;100,00;25,71;706;35;20,17;21;Ada;Ada;6;1;20;245;182;25,78;66,05;83,22;69,21;51,61;41,94;74,14;53,47;99,20;100,00;92,20;100,00;90,21;62,43;58,44;83,16;100,00;94,45;96,54;97,54;100,00;100,00;94,19;89,28;99,02;77,12;89,98;92,75;93,41;73,74;96,29;81,91;73,74;75,51;100,00;100,00;83,75;92,16;100,00;88,34;;;;;;;;;;;;;86,59;58,74;76,48
K5100472;5100472;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;475;Indonesia Barat;KABUPATEN;RURAL;100,00;57,69;450;26;17,31;15;Tidak ada;Ada;3;1;14;174;107;23,78;65,76;43,84;45,94;62,23;42,11;57,28;54,61;56,91;49,71;55,03;49,38;71,73;48,19;;46,48;67,07;50,08;50,56;57,16;72,17;47,50;69,30;60,84;44,66;43,42;36,98;57,41;55,09;1,33;54,57;53,88;1,33;54,32;50,24;60,58;;54,76;58,21;69,62;;;;;;;;;;;;;62,33;39,37;57,09
K5100482;5100482;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;069;Indonesia Barat;KABUPATEN;URBAN;100,00;0,00;56;5;11,20;8;Ada;Ada;5;2;3;19;12;21,43;79,96;43,84;51,91;58,37;72,92;52,48;53,47;53,61;62,79;48,35;69,08;90,21;44,46;58,44;69,83;67,18;58,13;69,44;63,67;90,22;56,37;60,06;62,63;72,94;62,70;53,41;81,56;65,36;39,69;71,57;39,49;39,69;59,13;61,16;46,55;62,89;51,91;64,07;73,87;;;;;;;;;;;;;86,59;47,09;56,46
K5100470;5100470;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;497;Indonesia Barat;KABUPATEN;URBAN;100,00;60,42;875;48;18,23;26;Ada;Ada;15;1;26;295;170;19,43;82,58;51,89;58,83;58,37;72,92;70,03;75,42;53,35;68,65;64,30;55,20;92,59;77,86;52,49;96,70;79,31;62,81;49,72;64,95;100,00;58,00;94,19;72,96;74,25;83,65;89,98;98,07;87,43;65,78;66,96;52,13;65,78;61,09;55,94;83,86;57,17;60,91;48,05;88,68;;;;;;;;;;;;;70,06;58,74;69,30
K6100193;6100193;SMA/SMK/MA;MA;S;;Tidak;497;Indonesia Barat;KABUPATEN;URBAN;;;;;;;;;;;;;;;74,52;43,84;59,19;54,72;42,11;50,68;40,91;59,05;53,94;55,03;78,39;61,76;51,81;62,23;56,61;32,72;58,36;52,99;71,80;72,17;58,21;69,30;70,16;75,96;70,33;53,93;79,15;55,09;62,88;74,37;59,70;62,88;54,32;45,44;49,69;48,24;45,15;53,18;50,47;;;;;;;;;;;;;62,33;46,28;52,51
K6100180;6100180;SMA/SMK/MA;MA;S;;Tidak;362;Indonesia Tengah;KOTA;URBAN;;;;;;;;;;;;;;;77,82;37,15;43,56;38,52;34,97;45,21;32,75;48,26;37,12;47,31;78,64;56,27;55,99;52,49;67,27;79,31;54,06;43,83;58,17;69,02;55,05;56,63;79,10;74,25;63,79;36,88;69,73;36,53;40,68;35,82;42,37;40,68;61,09;43,57;55,56;;54,23;63,86;88,68;;;;;;;;;;;;;65,22;28,79;50,27
K5100419;5100419;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;362;Indonesia Tengah;KOTA;URBAN;100,00;54,17;232;24;9,67;8;Ada;Ada;6;1;8;66;140;60,34;80,56;52,28;82,22;100,00;72,92;63,36;64,27;59,68;75,96;80,16;61,01;90,21;83,48;50,00;99,04;75,13;83,91;48,88;97,54;100,00;71,66;73,40;89,28;99,02;87,01;62,09;92,75;69,29;51,70;96,29;81,91;51,70;75,51;88,11;50,71;67,50;51,91;64,07;88,34;;;;;;;;;;;;;66,83;58,74;76,48
K5100416;5100416;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;031;Indonesia Tengah;KABUPATEN;URBAN;100,00;60,38;1022;53;19,28;28;Ada;Ada;15;1;29;352;415;40,61;80,67;67,41;87,23;62,23;80,65;74,66;70,68;66,64;71,73;100,00;49,38;71,73;82,67;75,32;100,00;59,63;94,69;65,70;100,00;72,17;70,13;100,00;77,16;83,94;91,03;47,21;79,15;66,04;52,69;93,27;65,39;52,69;84,68;93,97;52,04;46,04;100,00;64,07;69,62;;;;;;;;;;;;;62,33;63,14;66,16
K5100422;5100422;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;031;Indonesia Tengah;KABUPATEN;URBAN;100,00;31,25;467;16;29,19;16;Ada;Ada;6;1;15;183;305;65,31;74,24;56,94;87,23;47,96;80,65;86,64;50,13;66,64;96,06;86,31;99,17;71,73;59,62;68,18;70,04;52,19;94,69;88,04;100,00;72,17;65,44;100,00;87,49;95,19;91,03;71,38;100,00;79,98;76,06;100,00;83,04;76,06;84,68;93,97;86,13;48,24;61,00;64,07;100,00;;;;;;;;;;;;;82,83;63,14;59,96
K5100418;5100418;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;031;Indonesia Tengah;KABUPATEN;RURAL;100,00;27,78;152;18;8,44;6;Ada;Ada;5;1;6;50;87;57,24;64,79;47,72;72,55;84,76;86,13;70,03;75,42;58,79;68,65;92,20;78,64;92,59;49,09;78,90;80,60;95,82;100,00;65,89;99,24;100,00;69,93;94,19;87,96;80,44;97,99;62,09;98,07;99,49;45,15;98,86;79,91;45,15;73,20;72,72;94,98;42,83;97,15;63,86;88,68;;;;;;;;;;;;;70,06;58,74;69,30
K6100177;6100177;SMA/SMK/MA;MA;S;;Tidak;343;Indonesia Tengah;KABUPATEN;RURAL;;;;;;;;;;;;;;;86,53;47,91;42,48;31,44;2,24;59,93;44,69;56,56;53,37;48,35;100,00;75,39;49,64;66,02;46,48;59,94;40,70;63,64;56,99;90,22;56,37;53,38;42,19;66,99;62,70;41,43;57,41;45,25;55,68;65,22;35,92;55,68;45,95;55,94;50,71;37,61;58,33;48,36;88,34;;;;;;;;;;;;;57,93;36,05;54,04
K5100415;5100415;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;343;Indonesia Tengah;KABUPATEN;RURAL;100,00;35,29;146;17;8,59;9;Tidak ada;Ada;3;1;7;55;87;59,59;80,14;43,84;38,66;65,56;52,57;48,63;48,90;53,61;53,37;48,35;46,63;64,32;49,64;42,42;56,93;52,80;58,13;58,60;56,99;78,59;53,62;60,06;58,35;49,06;55,49;41,43;57,41;62,10;59,82;58,80;52,38;59,82;56,63;51,30;40,60;45,54;51,91;64,07;59,91;;;;;;;;;;;;;62,04;28,79;56,46
K5100420;5100420;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;359;Indonesia Tengah;KABUPATEN;RURAL;100,00;58,62;371;29;12,79;16;Ada;Ada;11;1;12;115;139;37,47;72,84;44,33;62,05;38,52;41,94;79,97;40,56;58,79;68,65;64,30;78,64;75,85;55,99;62,66;80,60;46,28;100,00;65,89;99,24;100,00;69,93;67,97;87,96;80,44;97,99;62,09;85,43;63,22;50,21;79,59;79,91;50,21;64,65;61,16;94,98;56,57;67,50;99,79;88,68;;;;;;;;;;;;;83,27;58,74;59,07
K5100413;5100413;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;359;Indonesia Tengah;KABUPATEN;RURAL;100,00;34,55;965;55;17,55;30;Ada;Ada;15;1;30;335;246;25,49;80,45;52,28;69,21;58,37;86,13;70,29;53,47;56,56;62,79;80,16;82,71;90,21;55,63;72,40;56,93;100,00;58,13;69,44;86,62;100,00;77,57;67,97;78,87;99,02;100,00;74,17;73,67;65,36;64,13;96,29;52,38;64,13;61,80;88,11;81,27;50,25;58,33;58,21;88,34;;;;;;;;;;;;;66,83;58,74;76,48
K6100179;6100179;SMA/SMK/MA;MA;S;;Tidak;359;Indonesia Tengah;KABUPATEN;RURAL;;;;;;;;;;;;;;;79,29;47,72;58,83;51,61;31,56;51,80;32,75;56,02;49,23;48,35;42,81;63,49;49,09;52,49;39,23;46,28;50,00;59,25;58,17;100,00;65,24;94,19;53,61;53,06;48,87;46,80;98,07;63,22;59,90;66,96;52,13;59,90;52,18;43,57;49,53;47,24;55,03;48,05;59,57;;;;;;;;;;;;;47,90;33,18;50,27
K6100178;6100178;SMA/SMK/MA;MA;S;;Tidak;359;Indonesia Tengah;KABUPATEN;RURAL;;;;;;;;;;;;;;;70,41;43,84;51,91;58,37;38,29;52,48;36,79;50,67;49,23;48,35;38,57;30,28;49,64;38,20;39,77;39,55;49,92;58,60;51,06;69,35;59,43;94,19;89,28;54,69;100,00;41,43;52,25;56,72;55,68;96,29;81,91;55,68;48,00;43,57;100,00;45,54;41,94;34,70;39,06;;;;;;;;;;;;;62,04;30,85;48,20
K5100417;5100417;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;359;Indonesia Tengah;KABUPATEN;RURAL;100,00;11,11;240;18;13,33;8;Ada;Ada;2;1;8;97;121;50,42;67,85;52,28;87,23;71,14;64,37;86,64;70,68;79,13;49,71;68,37;99,17;100,00;51,81;62,23;83,90;99,90;84,14;71,87;100,00;72,17;58,21;100,00;87,49;75,96;91,03;83,99;100,00;74,34;62,88;85,56;83,04;62,88;96,62;93,97;86,13;39,92;100,00;100,00;100,00;;;;;;;;;;;;;91,78;84,57;54,76
K5100414;5100414;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;403;Indonesia Tengah;KABUPATEN;RURAL;100,00;38,89;406;18;22,56;12;Ada;Ada;4;2;12;118;224;55,17;64,20;56,35;65,39;51,61;52,57;88,10;66,37;68,78;68,65;92,20;78,64;92,59;94,19;52,49;46,06;79,31;100,00;62,52;99,24;100,00;85,02;94,19;72,96;100,00;97,99;89,98;98,07;72,63;54,60;98,86;79,91;54,60;78,81;100,00;94,98;51,96;97,15;63,86;88,68;;;;;;;;;;;;;70,06;58,74;69,30
K6100176;6100176;SMA/SMK/MA;MA;S;;Tidak;403;Indonesia Tengah;KABUPATEN;RURAL;;;;;;;;;;;;;;;77,74;47,91;51,67;41,52;36,13;57,28;40,91;58,25;49,71;48,09;59,93;49,22;51,81;46,10;70,04;52,19;65,16;62,99;66,98;72,17;58,21;47,00;87,49;83,94;35,79;25,31;72,87;57,49;57,66;74,37;59,70;57,66;76,85;55,70;49,69;43,93;54,76;100,00;50,38;;;;;;;;;;;;;67,47;46,28;57,09
K5100421;5100421;SMA/SMK/MA;SMA;N;Kurikulum Merdeka;Tidak;266;Indonesia Tengah;KABUPATEN;RURAL;100,00;28,57;223;14;15,93;9;Ada;Ada;16;1;9;74;145;65,02;68,80;56,94;87,23;82,94;80,65;79,45;50,13;66,64;71,73;100,00;59,93;85,18;82,67;75,32;83,90;52,19;84,14;60,37;73,67;72,17;85,02;100,00;87,49;95,19;91,03;83,99;88,00;57,49;68,77;100,00;71,03;68,77;96,62;67,43;68,42;43,93;100,00;83,57;45,28;;;;;;;;;;;;;62,33;84,57;54,76
K6100037;6100037;SMA/SMK/MA;MA;S;;Tidak;150;Indonesia Barat;KOTA;URBAN;;;;;;;;;;;;;;;75,03;47,91;42,48;51,61;34,97;59,93;44,69;44,96;49,13;33,45;46,63;64,32;29,85;47,19;56,93;75,13;64,92;58,60;56,99;78,59;62,90;60,06;66,98;60,88;55,49;46,80;67,79;65,36;55,68;71,57;52,38;55,68;59,13;47,23;46,55;61,28;51,91;58,21;59,91;;;;;;;;;;;;;62,04;30,85;53,50
K5100057;5100057;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;087;Indonesia Barat;KOTA;URBAN;93,94;27,27;651;33;19,73;22;Ada;Ada;3;1;18;225;51;7,83;79,69;73,91;87,23;62,23;42,11;79,45;54,61;63,87;96,06;100,00;49,38;100,00;59,62;62,23;100,00;99,90;94,69;71,87;100,00;72,17;85,02;100,00;87,49;95,19;91,03;83,99;100,00;74,34;68,77;100,00;83,04;68,77;96,62;93,97;97,96;69,61;100,00;100,00;57,28;;;;;;;;;;;;;91,78;100,00;83,12
K5100056;5100056;SMA/SMK/MA;SMA;S;Kurikulum Merdeka;Tidak;087;Indonesia Barat;KOTA;URBAN;100,00;0,00;158;13;12,15;6;Ada;Ada;6;1;6;54;0;0,00;77,81;83,22;69,21;73,71;86,13;97,00;70,76;63,07;68,65;92,20;100,00;90,21;62,43;58,44;56,93;100,00;94,45;77,57;97,54;69,35;86,44;94,19;89,28;99,02;100,00;89,98;92,75;93,41;68,60;96,29;81,91;68,60;88,25;100,00;100,00;67,50;92,16;100,00;88,34;;;;;;;;;;;;;86,59;58,74;56,46
